doc_a,doc_b,similarity,cross_archive,shared_terms
TBUK2_001,TBUK2_009,0.4752,False,"tenants, blocks, tower, children"
WESA_5_3_11,WESA_5_3_15,0.4747,False,"morris, morris walk, walk, bre"
TBUK2_007,TBUK2_010,0.4745,False,"blocks, tower, children, estate"
TBUK4_077,TBUK4_079,0.4737,False,"slab, strengthening, drawing, floor"
TBUK4_170,TBUK4_242,0.4735,False,"ledbury, viewing, team, residents"
TBUK4_130,TBUK4_192,0.4724,False,"council, homes, southwark council, towers"
TBUK4_063,TBUK4_064,0.4724,False,"wall, external wall, wall panels, external"
TBUK4_075,TBUK4_076,0.472,False,"cross wall, wall, type, cross"
WESA_13_1_062,WESA_13_1_070,0.4716,False,"vw, goodfellow, eveleigh, griffiths"
TBUK4_130,TBUK4_167,0.4714,False,"council, homes, southwark council, ledbury"
TBUK4_030,TBUK4_188,0.4713,False,"leaseholders, towers, cabinet, right return"
TBUK3_025,TBUK3_032,0.4711,False,"newham, association, housing, tenants association"
TBUK4_030,TBUK4_198,0.4707,False,"leaseholders, towers, cabinet, right return"
TBUK1025,TBUK1027,0.4706,False,"tel, tenants, tests, block"
TBUK15_039B,TBUK15_053,0.4705,False,"lobby, escape, lobbies, chap iv"
TBUK4_169,TBUK4_226,0.4703,False,"oxygen, use oxygen, oxygen cylinder, resident"
WESA_7_1_09,WESA_7_1_10,0.4701,False,"quote, manchester, hillingdon, insulation"
WESA_1_10_13,WESA_1_10_14,0.4701,False,"hereward, foster, meekings, copy"
TBUK2_002,TBUK2_005,0.4694,False,"tenants, blocks, tower, tower blocks"
TBUK1027,WESA_1_7_07,0.4691,True,"tel, tenants, tests, block"
TBUK3_025,TBUK3_040,0.469,False,"newham, association, housing, tenants association"
TBUK4_067,TBUK4_230,0.4685,False,"panel tower, large panel, large, blocks"
TBUK1052,WESA_2_5_03,0.4685,True,"tower, newham, tower block, block"
WESA4_1_ 07,WESA4_1_ 11,0.4681,False,"bison, councils, problems, action"
TBUK4_038,TBUK4_200,0.4679,False,"rpg, estate rpg, ledbury, meetings"
TBUK1055,WESA_5_3_15,0.4679,True,"tribunal, ronan, ronan point, secretary"
WESA_13_1_047,WESA_13_1_051,0.4678,False,"yes, went, did, hodge"
TBUK15_044,WESA:9:1_01,0.4675,True,"morris walk, morris, twa, ronan"
TBUK4_044,TBUK4_045,0.4675,False,"bedroom flat, bedroom, figure, layout"
VF_NEW_728_049,VF_NEW_728_059,0.4675,False,"criticism, ronan point, ronan, text summary"
TBUK4_193,TBUK4_194,0.4671,False,"response southwark, options, council, options appraisal"
IMG_0011,IMG_0014,0.4669,False,"pauline, died, ivy, robert"
VF_NEW_728_031,VF_NEW_728_045,0.4667,False,"witness, expert, expert witness, design"
WESA_5_3_09,WESA_5_3_15,0.4658,False,"morris, morris walk, walk, point"
TBUK3_025,TBUK3_026,0.4654,False,"newham, london, department, housing department"
TBUK4_103,TBUK4_104,0.4652,False,"foundation, shear, raft, shear wall"
TBUK4_006,TBUK4_188,0.465,False,"leaseholders, towers, cabinet, right return"
TBUK15_033,TBUK15_035,0.4647,False,"london borough, borough, tower, london"
TBUK4_006,TBUK4_198,0.4645,False,"leaseholders, towers, cabinet, right return"
TBUK1011,TBUK1013,0.4644,False,"placed, bars, site, joint"
TBUK4_220,TBUK4_223,0.4644,False,"ledbury action, ledbury, action group, group"
TBUK4_067,TBUK7_002,0.4642,True,"panel tower, large panel, large, panel"
RP2_02,IMG_0166,0.464,True,"james, point rochester, rochester avenue, sinclair point"
TBUK4_079,TBUK4_081,0.4636,False,"wall, existing, cross wall, slab"
TBUK15_044,WESA_5_3_13,0.4634,True,"morris walk, morris, walk, ronan point"
WESA4_1_ 11,WESA_7_1_02,0.4633,True,"bison, tenants, faults, national"
WESA_13_1_071,WESA_13_1_072,0.4629,False,"gas, griffiths, continued, tribunal"
TBUK2_006,TBUK2_010,0.4627,False,"blocks, tenants, tower, security"
WESA_5_3_06,WESA_5_3_08,0.4627,False,"housing services, clay, services, director housing"
WESA4_1_ 11,WESA_7_1_06,0.4624,True,"bison, bison group, concrete, group"
VF_NEW_728_050,VF_NEW_728_055,0.4621,False,"point, ronan point, ronan, text summary"
WESA_1_10_14,WESA_1_11_02,0.4615,True,"hereward, foster, meekings, copy"
TBUK4_104,TBUK4_113,0.4612,False,"foundation, shear, shear wall, raft"
TBUK4_194,TBUK4_198,0.4607,False,"homes, new homes, right return, council"
WESA_13_1_045,WESA_13_1_070,0.4602,False,"vw, goodfellow, griffiths, eveleigh"
TBUK12_010,TBUK1043,0.4599,True,"blocks, bre, reema, gas"
WESA_13_1_049,WESA_13_1_051,0.4599,False,"hodge, mr, goodfellow, griffiths"
TBUK4_064,TBUK4_081,0.4599,False,"external wall, wall, external, wall panels"
TBUK1006,TBUK1011,0.4597,False,"placed, site, site concrete, bars"
WESA_1_10_13,WESA_1_11_03,0.4593,True,"hereward, foster, meekings, copy"
TBUK4_188,TBUK4_194,0.4592,False,"homes, new homes, right return, council"
TBUK1054,NTBTC_04,0.4591,True,"bre, ronan point, ronan, point"
VF_NEW_728_017,VF_NEW_728_058,0.4585,False,"inquiry, ronan, official, item"
TBUK4_014,TBUK4_036,0.4583,False,"ledbury estate, ledbury, estate, rpg"
WESA_13_1_052,WESA_13_1_055,0.4583,False,"goodfellow, eveleigh, rp, flat"
TBUK4_143,TBUK4_209,0.4581,False,"measures, regarding, compartmentation, lfb"
WESA_5_3_05,WESA_5_3_13,0.4578,False,"morris walk, morris, walk, glc"
TBUK4_142,TBUK4_214,0.4576,False,"wardens, control, residents, block"
TBUK2_006,TBUK2_009,0.4575,False,"tenants, blocks, tower, tower blocks"
WESA_13_1_049,WESA_13_1_070,0.4574,False,"vw, goodfellow, griffiths, eveleigh"
TBUK2_008,WESA_3_3_02,0.4573,True,"tenants, ntbn, tower, blocks"
TBUK4_025,TBUK4_165,0.4572,False,"gov, gov uk, southwark gov, uk"
TBUK4_051,TBUK4_052,0.4572,False,"panels, gaps, figure, gap"
WESA_13_1_063,WESA_13_1_064,0.4567,False,"rah, jl, building, joints"
IMG_0543,IMG_0544,0.4566,False,"bldg, tw, corner, tied"
WESA_5_3_07,WESA_5_3_08,0.4565,False,"housing services, clay, services, director housing"
TBUK4_043,TBUK4_054,0.4563,False,"phase, assessment, disproportionate collapse, disproportionate"
TBUK5_007,WESA:1:15_01,0.4562,True,"joan, pugsley, ronan point, ronan"
NTBTC_07,WESA_5_3_15,0.456,True,"ronan, ronan point, point, inquiry"
WESA_13_1_045,WESA_13_1_068,0.4559,False,"ee, griffiths, goodfellow, north"
WESA_5_3_05,WESA_5_3_06,0.4558,False,"morris walk, morris, walk, glc"
TBUK15_009,TBUK15_033,0.4558,False,"tower, tower blocks, blocks, safety"
TBUK12_003,TBUK2_002,0.4556,True,"tenants, blocks, tower, sheffield"
WESA4_1_ 03,WESA4_1_ 12,0.4555,False,"bison, nabt, bison tenants, tenants"
TBUK4_089,TBUK4_164,0.4555,False,"southwark gov, gov, gov uk, uk"
WESA_1_11_02,WESA_1_11_03,0.4554,False,"hereward, foster, meekings, copy"
WESA14_01,WESA_5_3_15,0.4553,True,"ronan, point, ronan point, building"
VF_NEW_728_055,VF_NEW_728_057,0.4553,False,"ronan point, ronan, point, builders"
VF_NEW_728_028,VF_NEW_728_056,0.4552,False,"court, collapse, high court, taylor woodrow"
WESA4_1_ 11,WESA_10_2_02,0.4552,True,"bison, councils, tenants, problems"
TBUK4_076,TBUK4_081,0.455,False,"wall, cross wall, cross, drawing"
WESA4_1_ 03,WESA4_1_ 10,0.455,False,"bison, spokesperson, bison flats, bison tenants"
TBUK1036,WESA_9_2_02,0.4544,True,"ronan point, point, ronan, flats"
TBUK15_044,TBUK15_045,0.454,False,"kedge, inspection carried, kedge house, inspection"
TBUK1020,HTBD_04,0.4538,True,"road, house, town, london"
TBUK2_003,TBUK2_010,0.4537,False,"tenants, blocks, tower, tower blocks"
WESA4_1_ 11,WESA4_1_ 12,0.4535,False,"bison, tenants, nabt, problems"
WESA_10_2_02,WESA_7_1_06,0.4528,True,"bison, million, flats, sold"
TBUK4_037,TBUK4_200,0.4526,False,"rpg, estate rpg, ledbury, membership"
WESA_5_3_05,WESA_5_3_07,0.4525,False,"morris walk, morris, walk, glc"
WESA_13_1_063,WESA_13_1_070,0.4522,False,"vw, goodfellow, continued, building"
TBUK4_059,TBUK4_060,0.4521,False,"wind, load, direction, lateral"
TBUK4_163,TBUK4_242,0.4518,False,"ledbury, viewing, residents, independent tenant"
IMG_0553,WESA_1_7_05,0.4515,True,"illegible, house"
WESA_5_3_15,UNCATALOGUED_02,0.4513,True,"ronan, point, ronan point, building"
WESA_13_1_048,WESA_13_1_051,0.4505,False,"eve, hodge, yes, door"
IMG_0011,IMG_0012,0.4504,False,"illegible, handwritten, carol, ann"
TBUK4_062,TBUK4_101,0.4501,False,"wall, connection, wall panels, panels"
WESA_1_12_02,WESA_9_2_02,0.45,True,"ronan point, ronan, point, flat"
TBUK2_003,TBUK2_009,0.4498,False,"tenants, blocks, tower, housing"
TBUK4_233,TBUK4_239,0.4495,False,"satisfied, completely, fairly, residents"
TBUK2_010,WESA_3_3_02,0.4495,True,"tenants, blocks, tower, block"
TBUK15_016,TBUK2_002,0.4491,True,"tenants, newcastle, notices, blocks"
TBUK15_038,TBUK15_049,0.4483,False,"sporle court, sporle, escape, gas"
TBUK4_049,TBUK4_051,0.4478,False,"gaps, figure, external wall, external"
TBUK4_079,TBUK4_080,0.4478,False,"wall, drawing, indicative, title"
WESA_13_1_017,WESA_13_1_067,0.4478,False,"bowen, wright, goodfellow, joints"
WESA_13_1_042,WESA_13_1_048,0.4473,False,"husband, yes, door, room"
TBUK2_006,TBUK2_008,0.447,False,"tenants, tower, manchester, tower blocks"
WESA_13_1_049,WESA_13_1_066,0.4468,False,"goodfellow, moore, eveleigh, griffiths"
WESA_1_12_02,WESA_5_3_15,0.4463,True,"ronan, ronan point, point, joints"
TBUK13_001,WESA_2_5_03,0.4462,True,"tower, campaign, newham, tower block"
TBUK3_038,TBUK6_001,0.4459,True,"national, tower, groups, local"
TBUK4_010,TBUK4_167,0.4458,False,"cabinet, ledbury, council, resident"
TBUK4_075,TBUK4_077,0.4456,False,"house, strengthening, drawing, title"
WESA_1_12_02,WESA:1:15_01,0.4452,True,"ronan point, ronan, point, said"
TBUK2_001,TBUK2_005,0.4448,False,"tenants, tower, blocks, tower blocks"
TBUK15_050,TBUK15_053,0.4448,False,"inspection, lobby, escape, inspection carried"
TBUK4_045,TBUK4_050,0.4447,False,"panels, wall, wall panels, floor"
IMG_0524,WESA_1_7_05,0.4442,True,"illegible, illegible illegible"
VF_NEW_728_042,VF_NEW_728_043,0.4438,False,"copy, builders, text summary, visible text"
TBUK15_056,TBUK1043,0.4434,True,"network, blocks network, blocks, national tower"
TBUK15_001,TBUK1043,0.4434,True,"network, blocks network, blocks, national tower"
WESA4_1_ 12,WESA_7_1_06,0.4433,True,"bison, directors, national, flats"
TBUK12_006,TBUK6_001,0.4429,True,"tower, national, groups, national tower"
WESA_7_1_04,WESA_7_1_06,0.4428,False,"bison, million, frame, built"
WESA_1_9_01,UNCATALOGUED_01,0.4426,True,"materials, draft, ronan point, ronan"
VF_NEW_728_050,VF_NEW_728_059,0.4423,False,"point, ronan point, ronan, text summary"
WESA4_1_ 10,WESA4_1_ 11,0.4423,False,"bison, problems, tenants, flats"
TBUK1011,TBUK1014,0.442,False,"placed, site, works, bars"
WESA_13_1_008,WESA_13_1_009,0.4416,False,"lbs sq, gas, gas council, sq"
TBUK3_026,TBUK3_028,0.4416,False,"newham, association, housing department, tower hamlets"
TBUK4_250,TBUK4_252,0.4412,False,"hot water, hot, long, heating hot"
TBUK1036,NTBTC_07,0.441,True,"ronan point, ronan, point, flats"
WESA_4_3_03,WESA_4_3_04,0.4406,False,"james sinclair, sinclair, sinclair point, james"
WESA_2_5_02,WESA_4_3_02,0.4405,True,"sinclair point, james sinclair, sinclair, james"
TBUK2_002,TBUK2_008,0.4403,False,"tenants, tower, blocks, tower blocks"
TBUK1052,NTBTC_07,0.4402,True,"ronan point, ronan, point, building"
WESA4_1_ 07,WESA_7_1_06,0.4401,True,"bison, concrete, flats, council"
VF_NEW_728_050,VF_NEW_728_051,0.4401,False,"point, ronan point, ronan, text summary"
TBUK4_244,TBUK4_255,0.4396,False,"br, residents, hot water, immersion"
TBUK3_011,TBUK3_017,0.4394,False,"national, conference, tower, activities"
TBUK12_003,TBUK2_010,0.4394,True,"blocks, tenants, tower, council"
TBUK15_036,TBUK15_040,0.4389,False,"escape, bscp, chap iv, lobbies"
TBUK4_152,TBUK4_170,0.4387,False,"ledbury, neal, team, open communities"
TBUK4_050,TBUK4_064,0.4386,False,"external wall, wall, wall panels, external"
WESA_13_1_051,WESA_13_1_071,0.4385,False,"goodfellow, gas, griffiths, mr"
TBUK4_128,TBUK4_129,0.4385,False,"core, stair, structure, proposed"
TBUK15_003,TBUK15_056,0.4383,False,"network, national, blocks network, national tower"
TBUK4_076,TBUK4_077,0.4383,False,"drawing, steel, title, strengthening"
TBUK15_001,TBUK15_003,0.4383,False,"network, national, blocks network, national tower"
TBUK2_004,TBUK2_005,0.4381,False,"tenants, blocks, tower, tower blocks"
NTBTC_07,WESA_9_2_02,0.4381,True,"ronan point, point, ronan, building"
TBUK4_009,TBUK4_033,0.4379,False,"ledbury, ledbury tower, deputation, cabinet"
WESA_13_1_002,WESA_13_1_021,0.4379,False,"joan, theatre, went, jerry"
TBUK4_130,TBUK4_151,0.437,False,"council, council homes, towers, homes"
TBUK15_039,TBUK15_050,0.4368,False,"escape, lobby, flats, inspection"
TBUK15_001,TBUK2_004,0.4365,True,"tower, tower blocks, blocks, network"
TBUK15_056,TBUK2_004,0.4365,True,"tower, tower blocks, blocks, network"
TBUK4_092,TBUK4_128,0.4364,False,"proposed, core, stair core, stair"
TBUK15_040,TBUK15_049,0.4363,False,"escape, stair, panelling, broken"
TBUK15_039,TBUK15_040,0.4362,False,"escape, doors, broken, lobby"
NTBTC_07,WESA_5_3_13,0.436,True,"ronan point, ronan, point, inquiry"
TBUK2_009,WESA_3_3_02,0.4359,True,"tenants, blocks, tower, council"
WESA4_1_ 06,WESA_7_1_06,0.4359,True,"bison, concrete, country, national"
WESA_13_1_045,WESA_13_1_051,0.4358,False,"eve, mr, griffiths, did"
TBUK3_024,TBUK3_025,0.435,False,"london, newham, association, tenants association"
TBUK2_001,WESA_2_5_03,0.4349,True,"children, tenants, tower, blocks"
TBUK15_050,TBUK15_052,0.4345,False,"lobby, inspection, escape, inspection carried"
WESA_9_2_02,UNCATALOGUED_04,0.4344,True,"point, building, ronan point, ronan"
TBUK4_147,TBUK4_164,0.4334,False,"southwark gov, gov, gov uk, uk"
TBUK15_042,TBUK15_050,0.4331,False,"inspection, inspection carried, escape, regulations"
WESA_1_10_09,WESA_1_7_02,0.4327,True,"nigel spearing, spearing, nigel, department environment"
TBUK3_023,TBUK3_038,0.4326,False,"national, tower, felt, tower block"
WESA16_01,WESA_9_2_02,0.4326,True,"point, building, ronan point, ronan"
WESA_8_1_02,WESA_8_1_03,0.4326,False,"glasgow, reema blocks, reema, confident"
WESA14_01,WESA_9_2_02,0.4322,True,"point, ronan, building, ronan point"
TBUK12_005,TBUK3_018,0.4316,True,"directory, information, groups, questionnaire"
TBUK4_076,TBUK4_120,0.4315,False,"cross wall, cross, wall, steel"
VF_NEW_728_028,VF_NEW_728_041,0.4314,False,"damages, taylor woodrow, woodrow, taylor"
TBUK4_083,TBUK4_088,0.4313,False,"cabinet, residents, arup, report"
TBUK4_164,TBUK4_170,0.4311,False,"ledbury, southwark gov, gov uk, gov"
WESA_9_2_02,UNCATALOGUED_02,0.4311,True,"point, building, ronan, ronan point"
WESA_7_1_06,WESA_7_1_08,0.431,False,"bison, bison group, concrete, rise"
TBUK4_162,TBUK4_164,0.4307,False,"southwark gov, gov, gov uk, uk"
NTBTC_04,WESA_5_3_15,0.4307,True,"bre, ronan, ronan point, point"
TBUK4_067,TBUK4_068,0.4307,False,"assessment, piped gas, piped, panel tower"
TBUK15_040,TBUK15_046,0.4306,False,"escape, doors, means escape, broken"
TBUK3_017,TBUK3_039,0.4304,False,"information, people, conference, national"
TBUK4_057,TBUK4_058,0.4304,False,"criterion, units, lps criterion, floor"
WESA_1_12_02,WESA_5_3_13,0.4299,True,"ronan point, ronan, point, inquiry"
TBUK1036,UNCATALOGUED_04,0.4297,True,"point, ronan point, ronan, angles"
WESA:1:15_01,WESA_13_1_022,0.4296,True,"joan, ronan point, went, ronan"
TBUK4_051,TBUK4_064,0.4294,False,"external wall, external, wall, wall panels"
TBUK1036,WESA16_01,0.4294,True,"point, ronan point, ronan, angles"
HTBD_01,WESA_2_5_03,0.4293,True,"tenants, tower, tower block, newham"
IMG_0012,WESA_1_7_05,0.4292,True,"illegible, illegible illegible"
WESA_13_1_049,WESA_13_1_058,0.4289,False,"bunn, eveleigh, explosion, mr"
WESA_5_3_07,WESA_5_3_13,0.4287,False,"morris walk, morris, walk, glc"
TBUK4_192,TBUK4_193,0.4286,False,"response southwark, council, appraisal, consultation options"
TBUK2_003,TBUK2_008,0.4285,False,"tenants, tower, tower blocks, blocks"
TBUK4_025,TBUK4_164,0.4284,False,"gov, gov uk, ledbury, southwark gov"
TBUK4_056,TBUK4_057,0.4281,False,"criterion, lps criterion, ties, lps"
TBUK15_030,TBUK15_041,0.4279,False,"certification, landlord, maintained, blocks"
NTBTC_07,RP1_01,0.4278,True,"ronan point, ronan, point, blocks"
TBUK15_036,TBUK15_043,0.4276,False,"escape, lobbies, broken, chute"
TBUK2_001,TBUK2_008,0.4274,False,"tenants, tower, ntbn, tower blocks"
TBUK12_001,TBUK3_039,0.4271,True,"directory, information, groups, tower"
WESA4_1_ 06,WESA4_1_ 11,0.427,False,"bison, action, panels, nabt"
WESA_13_1_049,WESA_13_1_062,0.4268,False,"vw, goodfellow, griffiths, eveleigh"
TBUK4_130,TBUK4_220,0.4268,False,"ledbury, council, ledbury action, action group"
TBUK2_005,TBUK2_010,0.4261,False,"blocks, tenants, tower, estate"
TBUK4_058,TBUK4_071,0.4261,False,"criterion, lps criterion, walls, lps"
WESA_13_1_021,WESA_13_1_023,0.426,False,"joan, theatre, ronan, littlewood"
WESA_13_1_066,WESA_13_1_067,0.4256,False,"bowen, goodfellow, continued, joints"
NTBTC_09,WESA14_01,0.4256,True,"fairweather, point, ronan, ronan point"
TBUK15_009,TBUK15_056,0.4253,False,"tower, tower blocks, network, blocks"
WESA_4_8_01,WESA_4_8_03,0.4253,False,"pellant, pellant road, hartopp point, hartopp"
TBUK15_001,TBUK15_009,0.4253,False,"tower, tower blocks, network, blocks"
NTBTC_04,NTBTC_07,0.4249,False,"ronan point, ronan, point, joints"
TBUK2_002,WESA_2_5_03,0.4248,True,"tenants, tower, blocks, children"
WESA_13_1_042,WESA_13_1_047,0.424,False,"yes, explosion, saw, like"
NTBTC_01,NTBTC_07,0.4239,False,"ronan point, ronan, point, tenants"
TBUK4_084,TBUK4_167,0.4238,False,"cabinet, council, homes, options"
VF_NEW_728_032,VF_NEW_728_053,0.4237,False,"ronan point, ronan, visible, point"
TBUK4_082,TBUK4_170,0.4237,False,"ledbury, neal, team, open communities"
TBUK4_095,TBUK4_183,0.4231,False,"bromyard house, bromyard, investigations, intrusive investigations"
TBUK15_037B,TBUK15_040,0.423,False,"escape, doors, means escape, lobby"
NTBTC_09,UNCATALOGUED_02,0.423,True,"fairweather, point, ronan, ronan point"
TBUK15_001,TBUK15_033,0.4223,False,"tower, tower blocks, network, national tower"
TBUK15_033,TBUK15_056,0.4223,False,"tower, tower blocks, network, national tower"
TBUK12_003,TBUK2_009,0.4221,True,"tenants, blocks, tower, council"
WESA_13_1_050,WESA_13_1_052,0.422,False,"hodge, eveleigh, goodfellow, gas"
WESA_11_1_03,WESA14_01,0.4217,True,"point, ronan, ronan point, building"
TBUK15_037B,TBUK15_043,0.4216,False,"doors, escape, means escape, broken"
TBUK4_041,TBUK4_055,0.4216,False,"disproportionate collapse, disproportionate, collapse, investigations"
WESA_11_1_03,UNCATALOGUED_02,0.4213,True,"point, ronan, ronan point, building"
TBUK4_178,TBUK4_181,0.4212,False,"stair lift, stair, lift, core"
TBUK4_145,TBUK4_208,0.421,False,"email, gerri, gerri scott, arup"
TBUK3_018,TBUK6_001,0.4202,True,"tower, national, groups, information"
TBUK4_064,TBUK4_080,0.4201,False,"wall, external wall, external, wall panels"
WESA_13_1_049,WESA_13_1_052,0.42,False,"goodfellow, eveleigh, griffiths, hodge"
VF_NEW_728_023,VF_NEW_728_024,0.42,False,"redevelopment, ronan point, ronan, community"
WESA_4_8_06,WESA_5_3_03,0.4198,True,"education, county, canterbury, road"
TBUK4_041,TBUK4_094,0.4196,False,"disproportionate collapse, disproportionate, wind, collapse"
TBUK4_152,TBUK4_163,0.4192,False,"ledbury, neal, open communities, towers"
WESA_5_5_02,WESA_5_5_03,0.4191,False,"wall, calcium chloride, calcium, chloride"
VF_NEW_728_057,VF_NEW_728_059,0.4187,False,"ronan point, ronan, text summary, point"
TBUK15_041,TBUK15_052,0.4186,False,"materials used, escape, lobbies, means escape"
TBUK3_010,TBUK3_036,0.4181,False,"tower, tower block, block, block tenants"
WESA_1_9_01,UNCATALOGUED_03,0.4179,True,"draft, materials, ronan point, ronan"
TBUK1048,NTBTC_07,0.4178,True,"ronan point, ronan, point, collapse"
WESA_5_3_06,WESA_5_3_13,0.4178,False,"morris walk, morris, walk, glc"
RP2_02,WESA_4_3_02,0.4174,True,"sinclair point, james sinclair, sinclair, james"
TBUK4_010,TBUK4_168,0.4173,False,"right return, ledbury, return, right"
VF_NEW_728_006,VF_NEW_728_053,0.4172,False,"builders, ronan point, items, ronan"
TBUK2_004,TBUK2_010,0.417,False,"blocks, tenants, tower, tower blocks"
